name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bifidobacterium angulatum	1683	S	66	9	75	0.00001
Bifidobacterium bifidum	1681	S	61	150	211	0.00002
Bifidobacterium thermophilum	33905	S	17	0	17	0.00000
Bifidobacterium asteroides	1684	S	16	0	16	0.00000
Bifidobacterium pseudolongum	1694	S	14	2	16	0.00000
Scardovia inopinata	78259	S	15	0	15	0.00000
Rothia mucilaginosa	43675	S	2160	163	2323	0.00018
Rothia dentocariosa	2047	S	382	54	436	0.00003
Rothia aeria	172042	S	22	2	24	0.00000
Pseudarthrobacter sp. P1	3418418	S	20	16	36	0.00000
Microbacterium pygmaeum	370764	S	24	52	76	0.00001
Curtobacterium sp. 458	3050069	S	14	30	44	0.00000
Salinibacterium sp. M195	2583374	S	11	8	19	0.00000
Tropheryma whipplei	2039	S	70	0	70	0.00001
Brevibacterium luteolum	199591	S	12	26	38	0.00000
Saxibacter everestensis	2909229	S	10	0	10	0.00000
Humibacillus xanthopallidus	412689	S	19	2	21	0.00000
Terrabacter sp. BE26	2898152	S	13	2	15	0.00000
Georgenia faecalis	2483799	S	21	4	25	0.00000
Georgenia sp. TF02-10	2917725	S	16	6	22	0.00000
Brachybacterium sp. P6-10-X1	1903186	S	24	6	30	0.00000
Ornithinimicrobium sp. Y1847	3405419	S	24	4	28	0.00000
Actinomyces pacaensis	1852377	S	810	41	851	0.00007
Actinomyces sp. oral taxon 171	706438	S	15	19	34	0.00000
Actinomyces viscosus	1656	S	26	37	63	0.00000
Schaalia odontolytica	1660	S	385	122	507	0.00004
Schaalia sp. HMT-172	3059028	S	80	47	127	0.00001
Schaalia sp. 19OD2882	2794089	S	13	0	13	0.00000
Schaalia turicensis	131111	S	21	6	27	0.00000
Schaalia meyeri	52773	S	10	2	12	0.00000
Trueperella pyogenes	1661	S	38	2	40	0.00000
Pauljensenia hongkongensis	178339	S	26	3	29	0.00000
Buchananella felis	3231492	S	15	1	16	0.00000
Corynebacterium tuberculostearicum	38304	S	21	69	90	0.00001
Corynebacterium urealyticum	43771	S	17	4	21	0.00000
Corynebacterium simulans	146827	S	14	13	27	0.00000
Corynebacterium matruchotii	43768	S	12	0	12	0.00000
Corynebacterium kroppenstedtii	161879	S	12	10	22	0.00000
Corynebacterium mustelae	571915	S	12	0	12	0.00000
Corynebacterium durum	61592	S	11	0	11	0.00000
Mycolicibacterium smegmatis	1772	S	24	8	32	0.00000
Mycolicibacterium phlei	1771	S	17	7	24	0.00000
Mycolicibacterium litorale	758802	S	16	6	22	0.00000
Mycolicibacterium helvum	1534349	S	13	3	16	0.00000
Mycobacterium sp. WMMD1722	3404117	S	26	19	45	0.00000
Mycobacterium cookii	1775	S	18	6	24	0.00000
Mycobacterium spongiae	886343	S	10	1	11	0.00000
Nocardia asteroides	1824	S	20	6	26	0.00000
Nocardia arthritidis	228602	S	17	2	19	0.00000
Prescottella sp. R16	3064529	S	24	6	30	0.00000
Streptomyces sp. SX92	3158972	S	16	64	80	0.00001
Streptomyces sp. P3	2135430	S	14	75	89	0.00001
Streptomyces luomodiensis	3026192	S	12	102	114	0.00001
Streptomyces finlayi	67296	S	10	18	28	0.00000
Streptomyces halobius	2879846	S	10	10	20	0.00000
Streptomyces fradiae	1906	S	10	49	59	0.00000
Kitasatospora sp. NBC_01539	2903577	S	15	10	25	0.00000
Kitasatospora cathayae	3004092	S	13	7	20	0.00000
Cutibacterium acnes	1747	S	338	36	374	0.00003
Arachnia propionica	1750	S	29	3	32	0.00000
Tessaracoccus sp. MC1865	2760310	S	13	4	17	0.00000
Nocardioides sp. L-11A	3043848	S	28	5	33	0.00000
Nocardioides sp. JS614	196162	S	10	2	12	0.00000
Mumia sp. ZJ1417	2708082	S	11	1	12	0.00000
Micromonospora sp. CA-248260	3239962	S	11	19	30	0.00000
Micromonospora zamorensis	709883	S	11	5	16	0.00000
Micromonospora cathayae	3028804	S	10	3	13	0.00000
Polymorphospora sp. A560	3040203	S	10	4	14	0.00000
Amycolatopsis sp. FBCC-B4732	3079339	S	15	8	23	0.00000
Crossiella sp. CA-258035	2981138	S	30	4	34	0.00000
Saccharothrix sp. 6-C	2781735	S	10	2	12	0.00000
Streptosporangium sp. CA-115845	3240071	S	12	12	24	0.00000
Spirillospora sp. CA-294931	3240042	S	11	8	19	0.00000
Catenulispora acidiphila	304895	S	12	0	12	0.00000
Collinsella aerofaciens	74426	S	47563	23609	71172	0.00553
Collinsella sp. i05-0019-G5	3132705	S	3716	6190	9906	0.00077
Collinsella stercoris	147206	S	123	4	127	0.00001
Enorma phocaeensis	1871019	S	99	3	102	0.00001
Coriobacterium glomerans	33871	S	10	0	10	0.00000
Parolsenella catena	2003188	S	1265	310	1575	0.00012
Parolsenella massiliensis	1871022	S	127	27	154	0.00001
Thermophilibacter mediterraneus	1871031	S	955	297	1252	0.00010
Thermophilibacter immobilis	2779519	S	153	23	176	0.00001
Olsenella timonensis	1805478	S	560	184	744	0.00006
Olsenella sp. oral taxon 807	712411	S	78	3	81	0.00001
Olsenella uli	133926	S	48	5	53	0.00000
Lancefieldella parvula	1382	S	264	11	275	0.00002
Lancefieldella sp. Marseille-Q7238	3022127	S	11	0	11	0.00000
Parafannyhessea umbonata	604330	S	92	10	102	0.00001
Fannyhessea vaginae	82135	S	24	0	24	0.00000
Atopobium sp. oral taxon 416	712157	S	21	0	21	0.00000
Leptogranulimonas caecicola	2894156	S	27	0	27	0.00000
Adlercreutzia hattorii	2707299	S	1368	868	2236	0.00017
Adlercreutzia equolifaciens	446660	S	867	327	1194	0.00009
Eggerthella lenta	84112	S	1257	439	1696	0.00013
Eggerthella sp. YY7918	502558	S	72	9	81	0.00001
Eggerthella guodeyinii	2690837	S	36	13	49	0.00000
Gordonibacter pamelaeae	471189	S	123	81	204	0.00002
Gordonibacter urolithinfaciens	1335613	S	66	33	99	0.00001
Slackia heliotrinireducens	84110	S	43	1	44	0.00000
Slackia exigua	84109	S	31	3	34	0.00000
Berryella intestinalis	1531429	S	58	13	71	0.00001
Arabiibacter massiliensis	1870985	S	34	8	42	0.00000
Xiamenia xianingshaonis	2682776	S	30	1	31	0.00000
Cryptobacterium curtum	84163	S	25	0	25	0.00000
Denitrobacterium detoxificans	79604	S	17	0	17	0.00000
Raoultibacter timonensis	1907662	S	17	0	17	0.00000
Iamia majanohamensis	467976	S	11	1	12	0.00000
Candidatus Poriferisocius sp.	3101276	S	11	0	11	0.00000
Rubrobacter marinus	2653852	S	11	2	13	0.00000
Phormidium nigroviride	482564	S	26	15	41	0.00000
Euhalothece natronophila	577489	S	14	9	23	0.00000
Chlorogloeopsis fritschii	1124	S	24	0	24	0.00000
Crinalium epipsammum	241425	S	22	19	41	0.00000
Candidatus Promineifilum breve	1806508	S	13	3	16	0.00000
Candidatus Xianfuyuplasma coldseepsis	2782163	S	15	0	15	0.00000
Cloacibacillus porcorum	1197717	S	12148	406	12554	0.00098
Cloacibacillus evryensis	508460	S	66	2	68	0.00001
Jonquetella anthropi	428712	S	43	0	43	0.00000
Pyramidobacter piscolens	638849	S	20	7	27	0.00000
Fretibacterium fastidiosum	651822	S	35	0	35	0.00000
Deinococcus sp. KNUC1210	2917691	S	20	17	37	0.00000
Deinococcus deserti	310783	S	25	30	55	0.00000
Oceanithermus profundus	187137	S	11	21	32	0.00000
Truepera radiovictrix	332249	S	54	0	54	0.00000
Mesotoga prima	1184387	S	31	0	31	0.00000
Tepiditoga spiralis	2108365	S	29	0	29	0.00000
Candidatus Nanosynbacter sp. HMT-352	2899133	S	370	295	665	0.00005
Candidatus Nanosynbacter sp. TM7-008	2902632	S	79	112	191	0.00001
Candidatus Nanosynbacter lyticus	2093824	S	21	30	51	0.00000
Candidatus Southlakia epibionticum	3043284	S	98	2	100	0.00001
Candidatus Minimicrobia sp. QA0096	3118470	S	50	59	109	0.00001
Candidatus Minimicrobia vallesae	2841264	S	42	79	121	0.00001
Candidatus Bipolaricaulis anaerobius	2026885	S	12	0	12	0.00000
Cetobacterium sp. SF1	3417654	S	59	4	63	0.00000
Methanomethylophilus alvi	1291540	S	18984	16	19000	0.00148
Methanobrevibacter smithii	2173	S	70	14	84	0.00001
Methanobrevibacter intestini	2911853	S	16	27	43	0.00000
Haladaptatus sp. DJG-WS-42	3120516	S	16	2	18	0.00000
Natronorarus salvus	3117733	S	10	1	11	0.00000
Homo sapiens	9606	S	2256	3	2259	0.00018
Kingevirus communis	2956060	S	1789	0	1789	0.00014
Junduvirus communis	2956034	S	39	5	44	0.00000
Afonbuvirus intestinihominis	2955234	S	393	445	838	0.00007
Afonbuvirus faecalis	2955233	S	198	246	444	0.00003
Afonbuvirus coli	2955232	S	162	121	283	0.00002
Canhaevirus faecalis	2955578	S	14	3	17	0.00000
Delmidovirus copri	2955739	S	60	1	61	0.00000
Oengusvirus oengus	2734262	S	152	0	152	0.00001
Brigitvirus brigit	2734096	S	81	1	82	0.00001
Toutatisvirus toutatis	2734150	S	27	21	48	0.00000
